"1000000","1113000"
"870963","1030000"
"758577","851000"
"660693","767000"
"575439","642000"
"501187","583000"
"436515","482000"
"380189","443000"
"331131","380000"
"288403","348000"
"251188","402000"
"218776","250000"
"190546","243000"
"165958","201000"
"144543","148000"
"125892","136000"
"109647","118000"
"95499","125000"
"83176","110000"
"72443","73000"
"63095","61000"
"54954","41000"
"47863","55000"
"41686","40000"
"36307","29000"
"31622","23000"
"27542","30000"
"23988","19000"
"20892","18000"
"18197","13000"
"15848","11000"
"13803","9000"
"12022","12000"
"10471","8000"
"9120","7000"
"7943","6000"
"6918","5000"
"6025","6000"
"5248","5000"
"4570","5000"
"3981","4000"
"3467","3000"
"3019","3000"
"2630","3000"
"2290","2000"
"1995","3000"
"1737","2000"
"1513","2000"
"1318","2000"
"1148","2000"
"1000","2000"
"870","1000"
"758","2000"
"660","1000"
"575","1000"
"501","1000"
"436","1000"
"380","2000"
"331","1000"
"288","1000"
"251","1000"
"218","1000"
"190","1000"
"165","1000"
"144","1000"
"125","1000"
"109","1000"
"95","1000"
"83","2000"
"72","1000"
"63","2000"
"54","1000"
"47","1000"
"41","1000"
"36","1000"
"31","1000"
"27","1000"
"23","1000"
"20","1000"
"18","1000"
"15","1000"
"13","1000"
"12","1000"
"10","1000"
"1000000","1206000"
"870963","933000"
"758577","810000"
"660693","705000"
"575439","760000"
"501187","551000"
"436515","497000"
"380189","509000"
"331131","390000"
"288403","337000"
"251188","289000"
"218776","248000"
"190546","288000"
"165958","184000"
"144543","184000"
"125892","120000"
"109647","140000"
"95499","80000"
"83176","81000"
"72443","56000"
"63095","65000"
"54954","55000"
"47863","36000"
"41686","43000"
"36307","29000"
"31622","26000"
"27542","22000"
"23988","20000"
"20892","36000"
"18197","17000"
"15848","13000"
"13803","10000"
"12022","9000"
"10471","9000"
"9120","6000"
"7943","9000"
"6918","8000"
"6025","5000"
"5248","4000"
"4570","4000"
"3981","4000"
"3467","6000"
"3019","3000"
"2630","3000"
"2290","2000"
"1995","2000"
"1737","3000"
"1513","2000"
"1318","2000"
"1148","2000"
"1000","1000"
"870","2000"
"758","1000"
"660","2000"
"575","1000"
"501","1000"
"436","1000"
"380","1000"
"331","2000"
"288","2000"
"251","1000"
"218","1000"
"190","1000"
"165","1000"
"144","1000"
"125","1000"
"109","1000"
"95","1000"
"83","1000"
"72","2000"
"63","1000"
"54","1000"
"47","1000"
"41","1000"
"36","1000"
"31","1000"
"27","1000"
"23","1000"
"20","1000"
"18","1000"
"15","1000"
"13","1000"
"12","1000"
"10","1000"
"1000000","1031000"
"870963","941000"
"758577","844000"
"660693","809000"
"575439","630000"
"501187","551000"
"436515","497000"
"380189","416000"
"331131","443000"
"288403","325000"
"251188","306000"
"218776","242000"
"190546","240000"
"165958","172000"
"144543","134000"
"125892","135000"
"109647","121000"
"95499","90000"
"83176","89000"
"72443","67000"
"63095","53000"
"54954","41000"
"47863","58000"
"41686","30000"
"36307","28000"
"31622","23000"
"27542","30000"
"23988","18000"
"20892","15000"
"18197","13000"
"15848","12000"
"13803","9000"
"12022","9000"
"10471","8000"
"9120","7000"
"7943","6000"
"6918","5000"
"6025","9000"
"5248","9000"
"4570","10000"
"3981","7000"
"3467","4000"
"3019","3000"
"2630","3000"
"2290","2000"
"1995","2000"
"1737","2000"
"1513","2000"
"1318","3000"
"1148","2000"
"1000","1000"
"870","1000"
"758","1000"
"660","1000"
"575","2000"
"501","1000"
"436","1000"
"380","1000"
"331","1000"
"288","1000"
"251","1000"
"218","1000"
"190","2000"
"165","2000"
"144","2000"
"125","1000"
"109","1000"
"95","1000"
"83","1000"
"72","1000"
"63","1000"
"54","1000"
"47","1000"
"41","1000"
"36","1000"
"31","1000"
"27","1000"
"23","1000"
"20","1000"
"18","1000"
"15","1000"
"13","1000"
"12","1000"
"10","1000"
"1000000","1116000"
"870963","910000"
"758577","818000"
"660693","713000"
"575439","645000"
"501187","549000"
"436515","514000"
"380189","489000"
"331131","417000"
"288403","337000"
"251188","312000"
"218776","284000"
"190546","218000"
"165958","180000"
"144543","159000"
"125892","159000"
"109647","85000"
"95499","80000"
"83176","73000"
"72443","73000"
"63095","46000"
"54954","59000"
"47863","51000"
"41686","30000"
"36307","30000"
"31622","30000"
"27542","20000"
"23988","25000"
"20892","16000"
"18197","15000"
"15848","12000"
"13803","10000"
"12022","15000"
"10471","10000"
"9120","6000"
"7943","5000"
"6918","5000"
"6025","4000"
"5248","5000"
"4570","4000"
"3981","4000"
"3467","4000"
"3019","3000"
"2630","3000"
"2290","3000"
"1995","2000"
"1737","2000"
"1513","2000"
"1318","3000"
"1148","2000"
"1000","1000"
"870","2000"
"758","2000"
"660","1000"
"575","1000"
"501","1000"
"436","1000"
"380","1000"
"331","1000"
"288","1000"
"251","1000"
"218","1000"
"190","1000"
"165","1000"
"144","1000"
"125","1000"
"109","1000"
"95","1000"
"83","1000"
"72","1000"
"63","1000"
"54","1000"
"47","1000"
"41","1000"
"36","1000"
"31","1000"
"27","1000"
"23","1000"
"20","1000"
"18","1000"
"15","1000"
"13","1000"
"12","1000"
"10","1000"
"1000000","1028000"
"870963","977000"
"758577","833000"
"660693","891000"
"575439","725000"
"501187","553000"
"436515","480000"
"380189","430000"
"331131","400000"
"288403","522000"
"251188","322000"
"218776","246000"
"190546","197000"
"165958","167000"
"144543","131000"
"125892","122000"
"109647","139000"
"95499","80000"
"83176","77000"
"72443","54000"
"63095","63000"
"54954","49000"
"47863","38000"
"41686","43000"
"36307","27000"
"31622","31000"
"27542","20000"
"23988","17000"
"20892","35000"
"18197","20000"
"15848","12000"
"13803","9000"
"12022","9000"
"10471","9000"
"9120","7000"
"7943","6000"
"6918","6000"
"6025","6000"
"5248","5000"
"4570","5000"
"3981","3000"
"3467","3000"
"3019","3000"
"2630","3000"
"2290","2000"
"1995","2000"
"1737","2000"
"1513","2000"
"1318","1000"
"1148","2000"
"1000","2000"
"870","1000"
"758","1000"
"660","1000"
"575","1000"
"501","1000"
"436","1000"
"380","1000"
"331","1000"
"288","1000"
"251","1000"
"218","1000"
"190","1000"
"165","1000"
"144","1000"
"125","1000"
"109","1000"
"95","1000"
"83","1000"
"72","1000"
"63","1000"
"54","1000"
"47","1000"
"41","1000"
"36","1000"
"31","1000"
"27","1000"
"23","1000"
"20","1000"
"18","1000"
"15","1000"
"13","2000"
"12","1000"
"10","1000"
"1000000","1078000"
"870963","919000"
"758577","813000"
"660693","718000"
"575439","632000"
"501187","551000"
"436515","500000"
"380189","433000"
"331131","385000"
"288403","353000"
"251188","301000"
"218776","254000"
"190546","224000"
"165958","176000"
"144543","147000"
"125892","140000"
"109647","107000"
"95499","94000"
"83176","99000"
"72443","61000"
"63095","63000"
"54954","47000"
"47863","37000"
"41686","32000"
"36307","42000"
"31622","23000"
"27542","20000"
"23988","17000"
"20892","17000"
"18197","15000"
"15848","13000"
"13803","21000"
"12022","13000"
"10471","8000"
"9120","7000"
"7943","6000"
"6918","5000"
"6025","4000"
"5248","5000"
"4570","3000"
"3981","4000"
"3467","3000"
"3019","3000"
"2630","3000"
"2290","2000"
"1995","4000"
"1737","2000"
"1513","2000"
"1318","2000"
"1148","2000"
"1000","2000"
"870","1000"
"758","1000"
"660","2000"
"575","2000"
"501","1000"
"436","1000"
"380","2000"
"331","1000"
"288","1000"
"251","1000"
"218","1000"
"190","2000"
"165","1000"
"144","1000"
"125","2000"
"109","1000"
"95","1000"
"83","1000"
"72","1000"
"63","1000"
"54","1000"
"47","1000"
"41","1000"
"36","2000"
"31","1000"
"27","2000"
"23","1000"
"20","1000"
"18","1000"
"15","2000"
"13","1000"
"12","1000"
"10","1000"
"1000000","1040000"
"870963","956000"
"758577","849000"
"660693","713000"
"575439","624000"
"501187","608000"
"436515","525000"
"380189","458000"
"331131","378000"
"288403","350000"
"251188","279000"
"218776","249000"
"190546","206000"
"165958","170000"
"144543","166000"
"125892","130000"
"109647","87000"
"95499","84000"
"83176","102000"
"72443","57000"
"63095","74000"
"54954","42000"
"47863","38000"
"41686","30000"
"36307","34000"
"31622","28000"
"27542","26000"
"23988","18000"
"20892","16000"
"18197","23000"
"15848","17000"
"13803","10000"
"12022","9000"
"10471","7000"
"9120","7000"
"7943","6000"
"6918","6000"
"6025","6000"
"5248","5000"
"4570","4000"
"3981","3000"
"3467","3000"
"3019","3000"
"2630","3000"
"2290","3000"
"1995","2000"
"1737","2000"
"1513","2000"
"1318","2000"
"1148","2000"
"1000","10000"
"870","2000"
"758","2000"
"660","1000"
"575","1000"
"501","1000"
"436","1000"
"380","1000"
"331","1000"
"288","1000"
"251","1000"
"218","1000"
"190","1000"
"165","1000"
"144","1000"
"125","1000"
"109","1000"
"95","1000"
"83","1000"
"72","1000"
"63","1000"
"54","1000"
"47","1000"
"41","1000"
"36","1000"
"31","1000"
"27","1000"
"23","1000"
"20","1000"
"18","1000"
"15","1000"
"13","1000"
"12","1000"
"10","1000"
"1000000","1089000"
"870963","947000"
"758577","828000"
"660693","719000"
"575439","633000"
"501187","545000"
"436515","502000"
"380189","470000"
"331131","372000"
"288403","330000"
"251188","287000"
"218776","245000"
"190546","199000"
"165958","184000"
"144543","147000"
"125892","107000"
"109647","109000"
"95499","78000"
"83176","69000"
"72443","67000"
"63095","56000"
"54954","39000"
"47863","42000"
"41686","45000"
"36307","33000"
"31622","22000"
"27542","32000"
"23988","28000"
"20892","18000"
"18197","14000"
"15848","14000"
"13803","10000"
"12022","8000"
"10471","8000"
"9120","6000"
"7943","6000"
"6918","6000"
"6025","5000"
"5248","4000"
"4570","4000"
"3981","4000"
"3467","4000"
"3019","4000"
"2630","6000"
"2290","4000"
"1995","3000"
"1737","2000"
"1513","2000"
"1318","2000"
"1148","2000"
"1000","1000"
"870","1000"
"758","2000"
"660","2000"
"575","2000"
"501","1000"
"436","1000"
"380","1000"
"331","1000"
"288","1000"
"251","1000"
"218","1000"
"190","1000"
"165","1000"
"144","1000"
"125","1000"
"109","1000"
"95","1000"
"83","1000"
"72","1000"
"63","1000"
"54","1000"
"47","1000"
"41","1000"
"36","1000"
"31","1000"
"27","1000"
"23","2000"
"20","2000"
"18","1000"
"15","1000"
"13","1000"
"12","1000"
"10","1000"
"1000000","1260000"
"870963","1097000"
"758577","856000"
"660693","706000"
"575439","727000"
"501187","568000"
"436515","529000"
"380189","457000"
"331131","380000"
"288403","335000"
"251188","297000"
"218776","245000"
"190546","332000"
