"10","5000"
"12","2000"
"13","3000"
"15","3000"
"18","2000"
"20","3000"
"23","3000"
"27","2000"
"31","2000"
"36","2000"
"41","3000"
"47","3000"
"54","3000"
"63","3000"
"72","3000"
"83","2000"
"95","3000"
"109","3000"
"125","3000"
"144","3000"
"165","3000"
"190","2000"
"218","3000"
"251","3000"
"288","2000"
"331","2000"
"380","3000"
"436","2000"
"501","3000"
"575","3000"
"660","4000"
"758","3000"
"870","3000"
"1000","3000"
"1148","4000"
"1318","3000"
"1513","4000"
"1737","4000"
"1995","4000"
"2290","4000"
"2630","4000"
"3019","4000"
"3467","5000"
"3981","5000"
"4570","5000"
"5248","6000"
"6025","7000"
"6918","7000"
"7943","8000"
"9120","7000"
"10471","11000"
"12022","10000"
"13803","11000"
"15848","12000"
"18197","14000"
"20892","17000"
"23988","32000"
"27542","21000"
"31622","22000"
"36307","36000"
"41686","28000"
"47863","33000"
"54954","35000"
"63095","51000"
"72443","58000"
"83176","58000"
"95499","69000"
"109647","67000"
"125892","78000"
"144543","91000"
"165958","105000"
"190546","163000"
"218776","166000"
"251188","166000"
"288403","204000"
"331131","254000"
"380189","389000"
"436515","436000"
"501187","539000"
"575439","618000"
"660693","707000"
"758577","803000"
"870963","904000"
"1000000","957000"
"10","3000"
"12","3000"
"13","2000"
"15","2000"
"18","2000"
"20","3000"
"23","2000"
"27","3000"
"31","2000"
"36","3000"
"41","3000"
"47","2000"
"54","3000"
"63","2000"
"72","2000"
"83","2000"
"95","3000"
"109","2000"
"125","2000"
"144","2000"
"165","3000"
"190","3000"
"218","2000"
"251","2000"
"288","3000"
"331","2000"
"380","3000"
"436","3000"
"501","2000"
"575","3000"
"660","3000"
"758","3000"
"870","3000"
"1000","3000"
"1148","3000"
"1318","4000"
"1513","3000"
"1737","3000"
"1995","4000"
"2290","3000"
"2630","4000"
"3019","4000"
"3467","4000"
"3981","4000"
"4570","4000"
"5248","5000"
"6025","5000"
"6918","6000"
"7943","6000"
"9120","6000"
"10471","7000"
"12022","8000"
"13803","10000"
"15848","11000"
"18197","15000"
"20892","19000"
"23988","27000"
"27542","25000"
"31622","30000"
"36307","33000"
"41686","40000"
"47863","40000"
"54954","49000"
"63095","49000"
"72443","46000"
"83176","55000"
"95499","67000"
"109647","71000"
"125892","99000"
"144543","90000"
"165958","115000"
"190546","121000"
"218776","149000"
"251188","181000"
"288403","257000"
"331131","245000"
"380189","384000"
"436515","410000"
"501187","546000"
"575439","634000"
"660693","786000"
"758577","800000"
"870963","928000"
"1000000","963000"
"10","3000"
"12","3000"
"13","2000"
"15","2000"
"18","2000"
"20","2000"
"23","2000"
"27","2000"
"31","2000"
"36","2000"
"41","2000"
"47","3000"
"54","2000"
"63","3000"
"72","2000"
"83","3000"
"95","2000"
"109","2000"
"125","3000"
"144","3000"
"165","3000"
"190","2000"
"218","3000"
"251","3000"
"288","3000"
"331","2000"
"380","3000"
"436","3000"
"501","3000"
"575","3000"
"660","3000"
"758","3000"
"870","3000"
"1000","3000"
"1148","3000"
"1318","3000"
"1513","3000"
"1737","3000"
"1995","3000"
"2290","4000"
"2630","4000"
"3019","4000"
"3467","4000"
"3981","5000"
"4570","5000"
"5248","5000"
"6025","6000"
"6918","6000"
"7943","6000"
"9120","7000"
"10471","8000"
"12022","8000"
"13803","9000"
"15848","11000"
"18197","15000"
"20892","17000"
"23988","19000"
"27542","21000"
"31622","24000"
"36307","30000"
"41686","32000"
"47863","35000"
"54954","36000"
"63095","40000"
"72443","46000"
"83176","52000"
"95499","62000"
"109647","72000"
"125892","85000"
"144543","91000"
"165958","103000"
"190546","146000"
"218776","184000"
"251188","185000"
"288403","271000"
"331131","320000"
"380189","358000"
"436515","459000"
"501187","547000"
"575439","631000"
"660693","764000"
"758577","906000"
"870963","875000"
"1000000","969000"
"10","3000"
"12","2000"
"13","2000"
"15","2000"
"18","3000"
"20","3000"
"23","3000"
"27","2000"
"31","2000"
"36","2000"
"41","2000"
"47","2000"
"54","3000"
"63","2000"
"72","3000"
"83","2000"
"95","3000"
"109","2000"
"125","3000"
"144","3000"
"165","3000"
"190","3000"
"218","3000"
"251","2000"
"288","3000"
"331","2000"
"380","3000"
"436","2000"
"501","3000"
"575","2000"
"660","3000"
"758","3000"
"870","3000"
"1000","3000"
"1148","3000"
"1318","3000"
"1513","3000"
"1737","4000"
"1995","4000"
"2290","3000"
"2630","4000"
"3019","4000"
"3467","4000"
"3981","4000"
"4570","5000"
"5248","5000"
"6025","5000"
"6918","6000"
"7943","6000"
"9120","7000"
"10471","7000"
"12022","9000"
"13803","10000"
"15848","11000"
"18197","16000"
"20892","20000"
"23988","22000"
"27542","24000"
